county,state,fips,cases,deaths,date,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,CBSA_NAME,STATE,FIPS Code,COUNTY
Chemung,New York,36015.0,1,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Chemung,New York,36015.0,1,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Chemung,New York,36015.0,1,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Chemung,New York,36015.0,1,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Chenango,New York,36017.0,3,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Chenango,New York,36017.0,3,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Chenango,New York,36017.0,3,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Chenango,New York,36017.0,3,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Chenango,New York,36017.0,3,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Chenango,New York,36017.0,3,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Chenango,New York,36017.0,3,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Chenango,New York,36017.0,3,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Clinton,New York,36019.0,8,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Clinton,New York,36019.0,8,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Clinton,New York,36019.0,8,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Clinton,New York,36019.0,8,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Clinton,New York,36019.0,8,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Clinton,New York,36019.0,8,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Clinton,New York,36019.0,8,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Clinton,New York,36019.0,8,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Columbia,New York,36021.0,11,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Columbia,New York,36021.0,11,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Columbia,New York,36021.0,11,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Columbia,New York,36021.0,11,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Columbia,New York,36021.0,11,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Columbia,New York,36021.0,11,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Columbia,New York,36021.0,11,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Columbia,New York,36021.0,11,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Cortland,New York,36023.0,2,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Cortland,New York,36023.0,2,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Cortland,New York,36023.0,2,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Cortland,New York,36023.0,2,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Cortland,New York,36023.0,2,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Cortland,New York,36023.0,2,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Cortland,New York,36023.0,2,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Cortland,New York,36023.0,2,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Delaware,New York,36025.0,3,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Delaware,New York,36025.0,3,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Delaware,New York,36025.0,3,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Delaware,New York,36025.0,3,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Delaware,New York,36025.0,3,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Delaware,New York,36025.0,3,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Delaware,New York,36025.0,3,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Delaware,New York,36025.0,3,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Dutchess,New York,36027.0,124,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Dutchess,New York,36027.0,124,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Dutchess,New York,36027.0,124,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Dutchess,New York,36027.0,124,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Dutchess,New York,36027.0,124,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Dutchess,New York,36027.0,124,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Dutchess,New York,36027.0,124,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Dutchess,New York,36027.0,124,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Erie,New York,36029.0,107,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Erie,New York,36029.0,107,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Erie,New York,36029.0,107,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Erie,New York,36029.0,107,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Erie,New York,36029.0,107,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Erie,New York,36029.0,107,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Erie,New York,36029.0,107,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Erie,New York,36029.0,107,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Essex,New York,36031.0,3,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Essex,New York,36031.0,3,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Essex,New York,36031.0,3,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Essex,New York,36031.0,3,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Essex,New York,36031.0,3,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Essex,New York,36031.0,3,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Essex,New York,36031.0,3,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Essex,New York,36031.0,3,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Fulton,New York,36035.0,1,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Fulton,New York,36035.0,1,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Fulton,New York,36035.0,1,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Fulton,New York,36035.0,1,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Fulton,New York,36035.0,1,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Fulton,New York,36035.0,1,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Fulton,New York,36035.0,1,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Fulton,New York,36035.0,1,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Genesee,New York,36037.0,1,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Genesee,New York,36037.0,1,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Genesee,New York,36037.0,1,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Genesee,New York,36037.0,1,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Genesee,New York,36037.0,1,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Genesee,New York,36037.0,1,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Genesee,New York,36037.0,1,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Genesee,New York,36037.0,1,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Greene,New York,36039.0,4,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Greene,New York,36039.0,4,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Greene,New York,36039.0,4,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Greene,New York,36039.0,4,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Greene,New York,36039.0,4,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Greene,New York,36039.0,4,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Greene,New York,36039.0,4,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Greene,New York,36039.0,4,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Hamilton,New York,36041.0,2,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Hamilton,New York,36041.0,2,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Hamilton,New York,36041.0,2,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Hamilton,New York,36041.0,2,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Hamilton,New York,36041.0,2,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Hamilton,New York,36041.0,2,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Hamilton,New York,36041.0,2,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Hamilton,New York,36041.0,2,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Herkimer,New York,36043.0,4,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Herkimer,New York,36043.0,4,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Herkimer,New York,36043.0,4,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Herkimer,New York,36043.0,4,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Herkimer,New York,36043.0,4,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Herkimer,New York,36043.0,4,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Herkimer,New York,36043.0,4,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Herkimer,New York,36043.0,4,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Jefferson,New York,36045.0,2,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Jefferson,New York,36045.0,2,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Jefferson,New York,36045.0,2,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Jefferson,New York,36045.0,2,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Jefferson,New York,36045.0,2,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Jefferson,New York,36045.0,2,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Jefferson,New York,36045.0,2,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Jefferson,New York,36045.0,2,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Livingston,New York,36051.0,3,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Livingston,New York,36051.0,3,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Livingston,New York,36051.0,3,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Livingston,New York,36051.0,3,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Livingston,New York,36051.0,3,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Livingston,New York,36051.0,3,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Livingston,New York,36051.0,3,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Livingston,New York,36051.0,3,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Madison,New York,36053.0,5,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Madison,New York,36053.0,5,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Madison,New York,36053.0,5,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Madison,New York,36053.0,5,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Madison,New York,36053.0,5,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Madison,New York,36053.0,5,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Madison,New York,36053.0,5,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Madison,New York,36053.0,5,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Monroe,New York,36055.0,96,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Monroe,New York,36055.0,96,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Monroe,New York,36055.0,96,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Monroe,New York,36055.0,96,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Monroe,New York,36055.0,96,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Monroe,New York,36055.0,96,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Monroe,New York,36055.0,96,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Monroe,New York,36055.0,96,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Montgomery,New York,36057.0,3,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Montgomery,New York,36057.0,3,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Montgomery,New York,36057.0,3,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Montgomery,New York,36057.0,3,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Montgomery,New York,36057.0,3,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Montgomery,New York,36057.0,3,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Montgomery,New York,36057.0,3,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Montgomery,New York,36057.0,3,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Nassau,New York,36059.0,2869,9,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Nassau,New York,36059.0,2869,9,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Nassau,New York,36059.0,2869,9,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Nassau,New York,36059.0,2869,9,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Nassau,New York,36059.0,2869,9,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Nassau,New York,36059.0,2869,9,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Nassau,New York,36059.0,2869,9,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Nassau,New York,36059.0,2869,9,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
New York City,New York,,14905,192,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
New York City,New York,,14905,192,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
New York City,New York,,14905,192,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
New York City,New York,,14905,192,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
New York City,New York,,14905,192,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
New York City,New York,,14905,192,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
New York City,New York,,14905,192,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
New York City,New York,,14905,192,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Niagara,New York,36063.0,11,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Niagara,New York,36063.0,11,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Niagara,New York,36063.0,11,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Niagara,New York,36063.0,11,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Niagara,New York,36063.0,11,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Niagara,New York,36063.0,11,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Niagara,New York,36063.0,11,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Niagara,New York,36063.0,11,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Oneida,New York,36065.0,8,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Oneida,New York,36065.0,8,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Oneida,New York,36065.0,8,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Oneida,New York,36065.0,8,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
Oneida,New York,36065.0,8,0,03/24/2020,4.1,ug/m3 LC,17,ROCHESTER 2,"Rochester, NY",New York,55,Monroe
Oneida,New York,36065.0,8,0,03/24/2020,1.8,ug/m3 LC,8,QUEENS COLLEGE 2,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Oneida,New York,36065.0,8,0,03/24/2020,4.1,ug/m3 LC,17,Queens College Near Road,"New York-Newark-Jersey City, NY-NJ-PA",New York,81,Queens
Oneida,New York,36065.0,8,0,03/24/2020,3.8,ug/m3 LC,16,PINNACLE STATE PARK,"Corning, NY",New York,101,Steuben
Onondaga,New York,36067.0,60,0,03/24/2020,7.2,ug/m3 LC,30,ALBANY COUNTY HEALTH DEPT,"Albany-Schenectady-Troy, NY",New York,1,Albany
Onondaga,New York,36067.0,60,0,03/24/2020,4.7,ug/m3 LC,20,Buffalo Near-Road,"Buffalo-Cheektowaga-Niagara Falls, NY",New York,29,Erie
Onondaga,New York,36067.0,60,0,03/24/2020,3.0,ug/m3 LC,13,WHITEFACE BASE,,New York,31,Essex
Onondaga,New York,36067.0,60,0,03/24/2020,3.7,ug/m3 LC,15,Rochester Near-Road,"Rochester, NY",New York,55,Monroe
